Number,Short Description,AI Generated Category,Confidence Score
"IM1103959","gayathiri.subra@aspirelifestyles.com require access for Aspire - Data entry( Trade Related) ;Corpora","Access Authentication Failure","80"
"IM1105081","Unable to access mobile - Locked","null","null"
"null","null","null","null"
"null","null","null","null"
"IM1105597","We use a tool at MedAire called the Handover Tool on SharePoint. I need access to this tool in order","Access Grant Request","95"
"IM1134752","could not add in Q&A","Application Function Issue","85"
"null","null","null","null"
"IM1126644","Data in Agent Activity Report is not accurate","Application Function Issue","90"
"null","null","null","null"
"null","null","null","null"
"IM1071442","Dear IT Team, We in AC Frankfurt are experiencing a technical issue when trying to open in FRA New C","Access Grant Request","90"
"IM1105660","Please provide access for HR Team Share - 01 Manoshi access except Comp & Ben folder to Shivali","Access Grant Request","95"
"null","null","null","null"
"null","null","null","null"
"IM1105764","I would like access to MDM sharepoint","Access Authentication Failure","80"
"null","null","null","null"
"IM1105830","unable to access whatsapp","Access Authentication Failure","70"
"IM1106146","Not able to access Mahjong call","Application Function Issue","60"
"null","null","null","null"
"null","null","null","null"
"IM1106768","Unable to access Travel Ready Portal FR (TR Portal FR):TT FR Travel Data FR","Access Authentication Failure","90"
"IM1126939","error","Application Function Issue","50"
"null","null","null","null"
"null","null","null","null"
"IM1112848","Incident IM1112124 was resolved as per Naziya Talekaan and was asked to Please raise a user site rea","Access Grant Request","85"
"null","null","null","null"
"IM1112979","NewCase:Need to raise an iCare ticket asking for NewCase GH read access for a month. This will be se","Access Grant Request","95"
"IM1113352","Excess to Service Desk Contact us","Service/Process Failure","80"
"null","null","null","null"
"IM1064298","Fax- Not working in PHL AC","Application Function Issue","90"
"null","null","null","null"
"null","null","null","null"
"IM1113092","NewCase - User is working from home and is unable to access new case. Error : Config files are not v","Access Authentication Failure","85"
"null","null","null","null"
"IM1114951","VDI- VDI frequently crashes and becomes unresponsive (freeze) while accessing excel from sharepoint ","Application Function Issue","90"
"null","null","null","null"
"IM1115197","Error Message from ADP. Can not access time clock","Access Authentication Failure","95"
"null","null","null","null"
"IM1117576","No access to Iphone","Access Authentication Failure","90"
"IM1118990","I cannot log a compliment or complaint on the Feedback Scalation site. "Access is denied (Exception ","Access Authentication Failure","85"
"null","null","null","null"
"null","null","null","null"
"IM1121398","user not able to  access google chrome from Crop side","Application Function Issue","80"
"IM1121591","Unable to access QMA application","Application Function Issue","75"
"null","null","null","null"
"IM1122471","GOP not appearing","Application Function Issue","70"
"null","null","null","null"
"null","null","null","null"
"IM1100922","GOP not sending","Application Function Issue","65"
"IM1070298","headset issue","Hardware","80"
"null","null","null","null"
"IM1121980","Others:At AIG travel protect page I can't access to the global compass roster","Application Function Issue","70"
"null","null","null","null"
"IM1084289","Hi,  I have encountered same problem over and over again.  Every time when I select destination for ","Application Function Issue","60"
"null","null","null","null"
"IM1124091","[TRICARE No remote list User ]-Unable to access the OKTA  in the Corporate mobile device .","Access Authentication Failure","90"
"null","null","null","null"
"IM1121059","I am unable to view the records and numbers in Power BI.","Application Function Issue","85"
"null","null","null","null"
"IM1147003","I cant hear on agent the other line","Network","80"
"null","null","null","null"
"IM1082581","I can't read the PDF document","Application Function Issue","70"
"null","null","null","null"
"null","null","null","null"
"IM1126867","MY HR - Unable to access MYHR","Access Authentication Failure","90"
"IM1095486","IIM1092000,M1084026, IM1089552 - Issue not resolved - TRICARE Toll free line issue - Line drop once ","Service/Process Failure","60"
"null","null","null","null"
"IM1127756","Group Master Data Management Team not able to access IMB Sun6 instance with medical supply orders no","Access Authentication Failure","85"
"null","null","null","null"
"IM1072585","Important personal folders are not synchronizing, which is impacting my ability to work.","Application Function Issue","85"
"null","null","null","null"
"IM1064516","In Deferred Revenue Recon few Document numbers are incorrectly/under amortized. Document numbers are","Application Function Issue","75"
"null","null","null","null"
"IM1128517","Unable to access Concur, error message.","Access Authentication Failure","90"
"null","null","null","null"
"null","null","null","null"
"IM1129102","Unable to access MoM shared by Client","Access Authentication Failure","80"
"IM1149733","INHOUSE APP - NEEDS THE BELOW UPDATE","Access Grant Request","95"
"null","null","null","null"
"null","null","null","null"
"IM1131482","Admin.cloud.microsoft.com -    Admin access unable to see Usage Report anymore,  This was works up u","Access Authentication Failure","85"
"IM1143859","Issues connected with printing","Application Function Issue","75"
"null","null","null","null"
"null","null","null","null"
"IM1131568","Remote desk top :User unable to access","Access Authentication Failure","90"
"IM1132178","Zscaler : Unable to access Zscaler with local admin account","Access Authentication Failure","95"
"null","null","null","null"
"null","null","null","null"
"IM1135192","I cannot access some of report in Power BI , please allow me to access all the report","Access Grant Request","80"
"IM1108535","Laptop not intune","Hardware","90"
"null","null","null","null"
"null","null","null","null"
"IM1127660","Laptop:My device is showing non complint the laptop so no apps or intranent is running. Even I can't","Application Function Issue","85"
"IM1135767","Require sharepoint access for edit and upload to damini.dayal@internationalsos.com ; yuga.chari@inte","Access Grant Request","90"
"null","null","null","null"
"null","null","null","null"
"IM1136658","Unable to access PC | Stuck on pc screen  (Working from home)","Node/Device Down","75"
"null","null","null","null"
"IM1155625","Machine "BKKMED228PC" is not showing in Intune","Hardware","80"
"IM1136846","SPIN APPLICATION - User unable to access the Spin application .","Access Authentication Failure","90"
"null","null","null","null"
"IM1137990","Flycom - unable to access - you do not have to access Flycom","Access Authentication Failure","85"
"null","null","null","null"
"IM1130730","Microsoft Teams:can't message anyone on Microsoft teams (maybe it needs further updates? - I'm a new","Application Function Issue","80"
"null","null","null","null"
"IM1138987","MDM Intune access for intlsos\rdoeadm account not done correctly","Access Authentication Failure","95"
"null","null","null","null"
"null","null","null","null"
"IM1111142","MS authenticator : Uset wants MS authenticator setup for new phone","Access Authentication Failure","85"
"null","null","null","null"
"IM1145279","MS US Response Center phone line is not working","Network","90"
"null","null","null","null"
"IM1110311","Multiple users in WAR1 lost connectivity","Network","95"
"null","null","null","null"
"IM1148331","My laptop charger is not working","Hardware","85"
"IM1132932","My Windows update is greyed out I can't run Windows Update","Application Function Issue","80"
"null","null","null","null"
"null","null","null","null"
"IM1139595","Aspire Salesforce: Not able to access No name","Access Authentication Failure","75"
"null","null","null","null"
"IM1140649","IM0952094 - Unable to connect Zscaler Private Access - please contact me via Teams Chat","null","null"
"null","null","null","null"
"IM1155619","Not able to see the icons in MLite.","Application Function Issue","95"
"IM1063958","Not being able to open Orca with an error message","Application Function Issue","90"
"null","null","null","null"
"null","null","null","null"
"IM1086565","Not getting any pings and responses from the Teams application.","Application Function Issue","95"
"IM1141079","The Shared Mailbox Analyst Access is not available","Access Authentication Failure","85"
