Number,Short Description,AI Generated Category,Confidence Score
"INC4047335","Hi, Please note that when trying to upload the attachment 092.pdf from document numbers #1970 and #1","Application Function Issue","85"
"INC4047249","With regards to REQ2386457 - Product key is not yet provided for the application","Application Function Issue","80"
"INC4047141","Cannot access KOFAX / Markview","Access Authentication Failure","70"
"INC4047089","Hello, would someone let me know how to log in to my shadow account please? Thank you.","Access Grant Request","90"
"INC4047068","UKPO#20805 approval issue","Access Authentication Failure","60"
"INC4046954","Dear All in the IT Department, would you please help me order a USB stick to use with my Laptop?  Wo","Hardware","95"
"INC4046785","Laptop will not pick up additional monitors / displays","Hardware","95"
"INC4046736","Not able to access Timesheet","Application Function Issue","85"
"INC4046704","Outlook not opening","Application Function Issue","90"
"INC4046657",""H" tab on keyboard not working properly","Hardware","95"
"INC4046656","Cannot use client software","Application Function Issue","80"
"INC4046653","laptop keyboard is not working properly","Hardware","95"
"INC4046607","Request to uninstall software","Access Grant Request","85"
"INC4046585","LAN portal is not working with laptop","Network","80"
"INC4046497","MS Outlook email is not working","Application Function Issue","95"
"INC4046172","Unable to Download Smartview on new machine","Application Function Issue","90"
"INC4046015","Concur Refund","Access Grant Request","85"
"INC4045985","Issue with the new version of Beyond Privilege Management","Application Function Issue","90"
"INC4045904","Need to install Teams in mobile","Access Authentication Failure","80"
"INC4045889","Sign-in to Oracle does not work. Oracle page does not open at all. (Oracle EBS Canada Instance)","Application Function Issue","95"
"INC4045881","Install USB Connecting to headphones (Shokz-Connect) for","Hardware","90"
"INC4045813","Follow up on my IT request REQ2361320","Access Grant Request","85"
"INC4045782","Printer access denied","Access Authentication Failure","95"
"INC4045761","Issue with MFA is not working","Application Function Issue","80"
"INC4045760","User account has been locked and unable to login.","Access Authentication Failure","95"
"INC4045756","Share point Sync issue","Service/Process Failure","85"
"INC4045713","Unable to access Kheops folders","Access Authentication Failure","90"
"INC4045484","CDEGS Not Working","Application Function Issue","80"
"INC4045438","Noone at Linxon SE seems to have access to update a site in the Sharepoint","Access Authentication Failure","85"
"INC4045286","Setup Fingerprint on the device-","Access Grant Request","75"
"INC4045128","Mouse Issue","Hardware","90"
"INC4045082","Fox-it add on is not working in Excel","Application Function Issue","80"
"INC4045016","Share point synchronization with Onedrive","Service/Process Failure","70"
"INC4044672","Good afternoon, I am trying to complete my 'Linxon Induction Module' and when I reached the 'Learnin","Employee Onboarding","60"
"INC4044638","Invoices are not getting interfaced from Citrix to Oracle.","Application Function Issue","95"
"INC4044508","Hello, we have been notified in the office that from the 12th March 2026 onwards using our USB drive","Access Grant Request","85"
"INC4044257","unable to use 4th floor printer","Hardware","90"
"INC4044103","Invoice Download Error in Oracle-Saudi RHQ 19722","Application Function Issue","90"
"INC4044075","Please add Karthic to the buyer lis","Access Grant Request","80"
"INC4044026","4th floor Printer needs to be configured for me.","Hardware","95"
"INC4043739","unable to open powerfactory","Application Function Issue","90"
"INC4043581","I am working in the local (newly established) PHX office. We are trying to install the RICOH printer","Hardware","85"
"INC4043323","Received mail - Account due to be disabled","Access Authentication Failure","80"
"INC4043266","Oracle is not working","Application Function Issue","95"
"INC4043260","when working from Home WiFi dropping off - assign to Hamzha A Saleem","Network","75"
"INC4043207","Unable to access Deaddrop","Application Function Issue","90"
"INC4043189","Unable to log on to the customers Sharepoint","Access Authentication Failure","90"
"INC4043165","no access to oracle so i can submit timesheets","Access Grant Request","85"
"INC4043131","I need access to DocuSign","Access Grant Request","80"
"INC4043080","Please deactivate the account ELMAK2 ASAP.","Access Revoke","95"
"INC4042870","Regarding REQ2382900","Application Function Issue","70"
"INC4042698","I cannot access the "Kheops" driver; \\WNLD153F001MP.sli.bz\SEVAS4Public","Network","75"
"INC4042644","AutoCAD doesn't automatically open when double clicking on a .dwg file","Application Function Issue","95"
"INC4042596","Invoices sent for scanning from FSSC.Payables did not reach the validation tool.","Service/Process Failure","90"
"INC4042558","Issue with the laptop - blue screen error","Hardware","90"
"INC4042529","Connection to Kheops server not working at office","Network","85"
"INC4042472","My Laptop screen frequently tinkering","Hardware","80"
"INC4042436","Third party cannot access Linxon Brand Portal SharePoint","Access Authentication Failure","85"
"INC4042341","From OneDrive files are not able share.","Application Function Issue","95"
"INC4042322","Unable to access the teams, outlook and the browser in the system","Application Function Issue","90"
"INC4042304","Authenticator issue","Access Authentication Failure","85"
"INC4042302","docking station not working","Hardware","90"
"INC4042060","In SAP Ariba two RFP we cannot able to edit -Doc2910764721 & Doc2910082528; if we try to edit we are","Application Function Issue","80"
"INC4042050","User is not able to find the software in the software center","Application Function Issue","85"
"INC4042049","User is facing issue with the oracle access","Access Authentication Failure","85"
"INC4041446","Need Mozilla firebox browser for GST E invoice portal login purpose.","Access Grant Request","90"
"INC4041357","Deferred revenue cleared in Oracle for the project","Application Function Issue","95"
"INC4041324","Citrix Accpac account is disabled","Access Authentication Failure","80"
"INC4041208","AP Concepts WinIGS 8 (8.1.6) - GLOBAL // STANDALONE software license renewal issue","Application Function Issue","90"
"INC4041205","AP Concepts of WINIGS -License is not working","Application Function Issue","95"
"INC4041103","I am requesting the installation of JavaScript on my system.","Access Grant Request","95"
"INC4041097","System Lagging","Application Function Issue","85"
"INC4041078","need to install Authenticator in mobile","Access Grant Request","90"
"INC4040856","Have issues with Team recognizing my account and issues with Foxit pdf editor","Application Function Issue","75"
"INC4040538","User is having issue in accessing the PDF File from the File Explorer.","Application Function Issue","80"
"INC4040524","Issue with printer","Hardware","90"
"INC4040513","Timesheet error","Service/Process Failure","85"
"INC4040326","Print out","Hardware","90"
"INC4040274","Account locked out issue","Access Authentication Failure","85"
"INC4040193","Microsoft Teams disabled in outlook mail. Unable to create teams meeting invite","Application Function Issue","80"
"INC4040179","Revit software installation error (Couldn't install)","Hardware","95"
"INC4040110","SharePoint syncing issue","Network","75"
"INC4040027","i am not able to access the printer in 4th floor","Hardware","95"
"INC4039954","Desk Monitor & Headset not connected with Laptop","Hardware","95"
"INC4039938","No contact of PM Project Rheinau regarding Supplier Performance Management Project","Access Authentication Failure","85"
"INC4039936","no contact of PM for Project Beuren regarding Supplier Performance Management Project","Access Authentication Failure","85"
"INC4039579","Unable to access Oracle","Application Function Issue","90"
"INC4039233","Oracle is getting timed out frequently","Application Function Issue","80"
"INC4039223","I have an issue to Access to \\WNLD153F001MP.sli.bz\SEVAS4Public\Kheops","Access Authentication Failure","95"
"INC4039160","Unable to open drawings from Project Wise","Application Function Issue","75"
"INC4039079","Sign-in issue with Teams app","Access Authentication Failure","85"
"INC4039077","BENTLEY & PROJECTWISE TO BE INSTALLED YET- Could you please support?","Access Grant Request","90"
"INC4039061","I need a access for Revit cloud models","Access Grant Request","80"
